run,task,kind,attribute,target,position,accuracy,classes,examples
single,p_company_first,p,company,first,4,1.0,20,50118
single,p_company_first,p,company,first,5,1.0,20,50118
single,p_company_whole,p,company,whole,0,0.003890817752107978,263,50118
single,p_company_whole,p,company,whole,1,0.004988227970898151,263,50118
single,p_company_whole,p,company,whole,2,0.0047886986285448074,263,50118
single,p_company_whole,p,company,whole,3,0.005926014389842749,263,50118
single,p_company_whole,p,company,whole,4,0.13322558999061584,263,50118
single,p_company_whole,p,company,whole,5,0.9998204112052917,263,50118
single,p_major_first,p,major,first,0,0.05508998781442642,20,50118
single,p_major_first,p,major,first,1,0.06716150045394897,20,50118
single,p_major_first,p,major,first,2,0.07396544516086578,20,50118
single,p_major_first,p,major,first,3,1.0,20,50118
single,p_major_first,p,major,first,4,1.0,20,50118
single,p_major_first,p,major,first,5,1.0,20,50118
single,p_major_whole,p,major,whole,0,0.011333253234624863,100,50118
single,p_major_whole,p,major,whole,1,0.017837902531027794,100,50118
single,p_major_whole,p,major,whole,2,0.01789776049554348,100,50118
single,p_major_whole,p,major,whole,3,0.7514864802360535,100,50118
single,p_major_whole,p,major,whole,4,0.9958897233009338,100,50118
single,p_major_whole,p,major,whole,5,0.9560038447380066,100,50118
single,p_university_first,p,university,first,0,0.053852908313274384,20,50118
single,p_university_first,p,university,first,1,0.11658485978841782,20,50118
single,p_university_first,p,university,first,2,0.9979647994041443,20,50118
single,p_university_first,p,university,first,3,0.999780535697937,20,50118
single,p_university_first,p,university,first,4,0.9990821480751038,20,50118
single,p_university_first,p,university,first,5,0.9999600648880005,20,50118
single,p_university_whole,p,university,whole,0,0.0033919948618859053,300,50118
single,p_university_whole,p,university,whole,1,0.011592641472816467,300,50118
single,p_university_whole,p,university,whole,2,0.11510834097862244,300,50118
single,p_university_whole,p,university,whole,3,0.9935551881790161,300,50118
single,p_university_whole,p,university,whole,4,0.988806426525116,300,50118
single,p_university_whole,p,university,whole,5,0.9932758808135986,300,50118
single,q_birth_city_first,q,birth_city,first,0,0.06207350641489029,21,50118
single,q_birth_city_whole,q,birth_city,whole,0,0.006105590611696243,200,50118
single,q_birth_date_first,q,birth_date,first,0,0.39171555638313293,12,50118
single,q_company_city_first,q,company_city,first,0,0.13133005797863007,21,50118
single,q_company_city_whole,q,company_city,whole,0,0.1330859214067459,200,50118
single,q_company_first,q,company,first,0,0.05099964141845703,20,50118
single,q_company_whole,q,company,whole,0,0.0037711001932621002,263,50118
single,q_major_first,q,major,first,0,0.05149846524000168,20,50118
single,q_major_whole,q,major,whole,0,0.01009617280215025,100,50118
single,q_university_first,q,university,first,0,0.0575641468167305,20,50118
single,q_university_whole,q,university,whole,0,0.003830958856269717,300,50118
multi5_permute,p_birth_city_first,p,birth_city,first,0,0.9951274991035461,21,250590
multi5_permute,p_birth_city_first,p,birth_city,first,1,0.9995331168174744,21,250590
multi5_permute,p_birth_city_first,p,birth_city,first,2,0.9997047185897827,21,250590
multi5_permute,p_birth_city_first,p,birth_city,first,3,0.9997765421867371,21,250590
multi5_permute,p_birth_city_first,p,birth_city,first,4,0.9998244047164917,21,250590
multi5_permute,p_birth_city_first,p,birth_city,first,5,0.9997645616531372,21,250590
multi5_permute,p_birth_city_whole,p,birth_city,whole,0,0.1286962777376175,200,250590
multi5_permute,p_birth_city_whole,p,birth_city,whole,1,0.1300371140241623,200,250590
multi5_permute,p_birth_city_whole,p,birth_city,whole,2,0.1302047222852707,200,250590
multi5_permute,p_birth_city_whole,p,birth_city,whole,3,0.13052795827388763,200,250590
multi5_permute,p_birth_city_whole,p,birth_city,whole,4,0.13122232258319855,200,250590
multi5_permute,p_birth_city_whole,p,birth_city,whole,5,0.13130611181259155,200,250590
multi5_permute,p_birth_date_first,p,birth_date,first,0,0.9975417852401733,12,250590
multi5_permute,p_birth_date_first,p,birth_date,first,1,0.9998283982276917,12,250590
multi5_permute,p_birth_date_first,p,birth_date,first,2,0.9999281764030457,12,250590
multi5_permute,p_birth_date_first,p,birth_date,first,3,0.9999680519104004,12,250590
multi5_permute,p_birth_date_first,p,birth_date,first,4,0.9999640583992004,12,250590
multi5_permute,p_birth_date_first,p,birth_date,first,5,0.9999680519104004,12,250590
multi5_permute,p_company_city_first,p,company_city,first,0,0.971076250076294,21,250590
multi5_permute,p_company_city_first,p,company_city,first,1,0.9813440442085266,21,250590
multi5_permute,p_company_city_first,p,company_city,first,2,0.9870665073394775,21,250590
multi5_permute,p_company_city_first,p,company_city,first,3,0.9916477203369141,21,250590
multi5_permute,p_company_city_first,p,company_city,first,4,0.9944251775741577,21,250590
multi5_permute,p_company_city_first,p,company_city,first,5,0.9960533380508423,21,250590
multi5_permute,p_company_city_whole,p,company_city,whole,0,0.4753701388835907,200,250590
multi5_permute,p_company_city_whole,p,company_city,whole,1,0.6472604870796204,200,250590
multi5_permute,p_company_city_whole,p,company_city,whole,2,0.784576416015625,200,250590
multi5_permute,p_company_city_whole,p,company_city,whole,3,0.888395369052887,200,250590
multi5_permute,p_company_city_whole,p,company_city,whole,4,0.960197925567627,200,250590
multi5_permute,p_company_city_whole,p,company_city,whole,5,0.9983438849449158,200,250590
multi5_permute,p_company_first,p,company,first,0,0.9739415049552917,20,250590
multi5_permute,p_company_first,p,company,first,1,0.9827566742897034,20,250590
multi5_permute,p_company_first,p,company,first,2,0.9887266159057617,20,250590
multi5_permute,p_company_first,p,company,first,3,0.9931162595748901,20,250590
multi5_permute,p_company_first,p,company,first,4,0.9965680837631226,20,250590
multi5_permute,p_company_first,p,company,first,5,0.9981244206428528,20,250590
multi5_permute,p_company_whole,p,company,whole,0,0.4233808219432831,263,250590
multi5_permute,p_company_whole,p,company,whole,1,0.585949182510376,263,250590
multi5_permute,p_company_whole,p,company,whole,2,0.7204636931419373,263,250590
multi5_permute,p_company_whole,p,company,whole,3,0.8270641565322876,263,250590
multi5_permute,p_company_whole,p,company,whole,4,0.9032284021377563,263,250590
multi5_permute,p_company_whole,p,company,whole,5,0.9462268948554993,263,250590
multi5_permute,p_major_first,p,major,first,0,0.9943732619285583,20,250590
multi5_permute,p_major_first,p,major,first,1,0.9995251297950745,20,250590
multi5_permute,p_major_first,p,major,first,2,0.9997565746307373,20,250590
multi5_permute,p_major_first,p,major,first,3,0.999900221824646,20,250590
multi5_permute,p_major_first,p,major,first,4,0.9999561309814453,20,250590
multi5_permute,p_major_first,p,major,first,5,0.9999441504478455,20,250590
multi5_permute,p_major_whole,p,major,whole,0,0.4621293842792511,100,250590
multi5_permute,p_major_whole,p,major,whole,1,0.47789615392684937,100,250590
multi5_permute,p_major_whole,p,major,whole,2,0.48091304302215576,100,250590
multi5_permute,p_major_whole,p,major,whole,3,0.48305198550224304,100,250590
multi5_permute,p_major_whole,p,major,whole,4,0.4861127734184265,100,250590
multi5_permute,p_major_whole,p,major,whole,5,0.48447662591934204,100,250590
multi5_permute,p_university_first,p,university,first,0,0.996831476688385,20,250590
multi5_permute,p_university_first,p,university,first,1,0.9997087121009827,20,250590
multi5_permute,p_university_first,p,university,first,2,0.9998443722724915,20,250590
multi5_permute,p_university_first,p,university,first,3,0.9999281764030457,20,250590
multi5_permute,p_university_first,p,university,first,4,0.9999401569366455,20,250590
multi5_permute,p_university_first,p,university,first,5,0.9999401569366455,20,250590
multi5_permute,p_university_whole,p,university,whole,0,0.08402569591999054,300,250590
multi5_permute,p_university_whole,p,university,whole,1,0.08433297276496887,300,250590
multi5_permute,p_university_whole,p,university,whole,2,0.08507122844457626,300,250590
multi5_permute,p_university_whole,p,university,whole,3,0.08525479584932327,300,250590
multi5_permute,p_university_whole,p,university,whole,4,0.08553414046764374,300,250590
multi5_permute,p_university_whole,p,university,whole,5,0.08560597151517868,300,250590
multi5_permute,q_birth_city_first,q,birth_city,first,0,0.9943533539772034,21,50118
multi5_permute,q_birth_city_whole,q,birth_city,whole,0,0.12883594632148743,200,50118
multi5_permute,q_birth_date_first,q,birth_date,first,0,0.9974260926246643,12,50118
multi5_permute,q_company_city_first,q,company_city,first,0,0.97200608253479,21,50118
multi5_permute,q_company_city_whole,q,company_city,whole,0,0.4901632070541382,200,50118
multi5_permute,q_company_first,q,company,first,0,0.9731433987617493,20,50118
multi5_permute,q_company_whole,q,company,whole,0,0.4434933662414551,263,50118
multi5_permute,q_major_first,q,major,first,0,0.9947723150253296,20,50118
multi5_permute,q_major_whole,q,major,whole,0,0.47011053562164307,100,50118
multi5_permute,q_university_first,q,university,first,0,0.9961091876029968,20,50118
multi5_permute,q_university_whole,q,university,whole,0,0.08456043899059296,300,50118
